OBJECTID,Codigo,Texto,Cod_Prov,Cod_CCAA,FechaId,NUTS_0,NUTS_1,NUTS_2,NUTS_3,PAD_2C02,PAD_2C03,PAD_2C04,PAD_2C05,PAD_2C06,PAD_2C07,PAD_2C08,PAD_2C09,PAD_2C10,PAD_2C11,PAD_2C12,PAD_2C13,PAD_2C14,PAD_2C15,PAD_2C16,PAD_2C17,PAD_2C18,PAD_2C19,PAD_2C20,PAD_2C21,PAD_2C22,PAD_2C23,PAD_2C24,PAD_2C25,PAD_2C26,PAD_2C27,PAD_2C28,PAD_2C29,PAD_2C30,PAD_2C31,PAD_2C32,PAD_2C33,PAD_2C34,PAD_2C35,PAD_2C36,PAD_2C37,PAD_2C38,PAD_2C39,PAD_2C40,PAD_2C41,PAD_2C42,PAD_2C43,PAD_2C44,PAD_2C45,PAD_2C46,PAD_2C47,PAD_2C48,PAD_2C49,PAD_2C50,PAD_2C51,PAD_2C52,PAD_2C53,PAD_2C54,PAD_2C55,PAD_2C56,PAD_2C57,PAD_2C58,PAD_3C03,PAD_3C04,PAD_3C05,PAD_3C06,PAD_3C07,PAD_3C08,PAD_3C09,PAD_3C10,PAD_3C100,PAD_3C101,PAD_3C102,PAD_3C103,PAD_3C104,PAD_3C105,PAD_3C106,PAD_3C107,PAD_3C108,PAD_3C109,PAD_3C11,PAD_3C110,PAD_3C111,PAD_3C112,PAD_3C12,PAD_3C13,PAD_3C14,PAD_3C15,PAD_3C16,PAD_3C17,PAD_3C18,PAD_3C19,PAD_3C20,PAD_3C21,PAD_3C22,PAD_3C23,PAD_3C24,PAD_3C25,PAD_3C26,PAD_3C27,PAD_3C28,PAD_3C29,PAD_3C30,PAD_3C31,PAD_3C32,PAD_3C33,PAD_3C34,PAD_3C35,PAD_3C36,PAD_3C37,PAD_3C38,PAD_3C39,PAD_3C40,PAD_3C41,PAD_3C42,PAD_3C43,PAD_3C44,PAD_3C45,PAD_3C46,PAD_3C47,PAD_3C48,PAD_3C49,PAD_3C50,PAD_3C51,PAD_3C52,PAD_3C53,PAD_3C54,PAD_3C55,PAD_3C56,PAD_3C57,PAD_3C58,PAD_3C59,PAD_3C60,PAD_3C61,PAD_3C62,PAD_3C63,PAD_3C64,PAD_3C65,PAD_3C66,PAD_3C67,PAD_3C68,PAD_3C69,PAD_3C70,PAD_3C71,PAD_3C72,PAD_3C73,PAD_3C74,PAD_3C75,PAD_3C76,PAD_3C77,PAD_3C78,PAD_3C79,PAD_3C80,PAD_3C81,PAD_3C82,PAD_3C83,PAD_3C84,PAD_3C85,PAD_3C86,PAD_3C87,PAD_3C88,PAD_3C89,PAD_3C90,PAD_3C91,PAD_3C92,PAD_3C93,PAD_3C94,PAD_3C95,PAD_3C96,PAD_3C97,PAD_3C98,PAD_3C99,PAD_3_COD_PROV,PAD_3_COD_CCAA,Shape__Area,Shape__Length
29,01039,Moreda de Álava/Moreda Araba,01,16,01012017,ES,ES2,ES21,ES211,230,5,7,4,8,15,11,15,7,16,12,29,27,14,12,10,11,9,18,115,3,4,1,4,5,9,5,5,10,8,13,16,6,7,6,6,3,4,115,2,3,3,4,10,2,10,2,6,4,16,11,8,5,4,5,6,14,216,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,10,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115,109,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115,107,8,1,0,0,0,0,0,0,0,1,0,0,0,5,0,5,0,0,2,1,0,0,01,16,16183707.9893799,16818.8585661347
30,01041,Navaridas,01,16,01012017,ES,ES2,ES21,ES211,226,4,10,9,9,18,17,11,15,15,17,23,22,15,8,7,9,8,9,132,1,5,4,3,17,8,5,10,10,10,12,17,10,5,2,5,5,3,94,3,5,5,6,1,9,6,5,5,7,11,5,5,3,5,4,3,6,175,51,43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,132,91,41,39,0,0,1,0,1,37,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,84,10,4,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,4,0,2,2,01,16,16570925.7728271,16391.7528931103
31,01042,Okondo,01,16,01012017,ES,ES2,ES21,ES211,1155,66,75,54,38,36,45,81,93,127,127,95,77,56,41,54,28,29,33,600,35,34,31,21,18,22,46,52,60,69,48,46,33,18,27,15,12,13,555,31,41,23,17,18,23,35,41,67,58,47,31,23,23,27,13,17,20,1103,52,5,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,21,15,2,0,0,21,0,7,1,1,1,0,1,2,0,0,0,2,0,0,0,5,600,569,31,2,0,0,0,0,0,2,0,0,0,0,0,14,10,2,0,0,11,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,4,555,534,21,3,0,0,1,0,0,1,0,0,0,0,0,7,5,0,0,0,10,0,2,1,01,16,57443600.3828125,48032.7465722322
32,01043,Oyón-Oion,01,16,01012017,ES,ES2,ES21,ES211,3338,206,263,243,145,154,144,194,266,311,296,247,203,150,120,134,80,91,91,1693,102,141,126,75,71,74,86,148,165,165,136,112,80,47,64,35,33,33,1645,104,122,117,70,83,70,108,118,146,131,111,91,70,73,70,45,58,58,2995,343,48,1,1,0,1,1,3,1,0,0,0,0,1,0,0,42,15,0,42,0,0,27,4,3,0,193,11,171,0,0,19,0,5,1,8,1,1,0,0,0,1,0,0,79,0,79,0,1693,1536,157,17,1,0,0,0,0,8,0,8,2,2,0,94,6,83,0,0,7,0,0,0,5,0,1,0,0,0,0,0,0,37,0,37,0,1645,1459,186,31,0,1,0,1,1,7,0,19,2,1,0,99,5,88,0,0,12,0,5,1,01,16,83114292.5828857,57838.5950261764
33,01044,,01,16,01012017,ES,ES2,ES21,ES211,264,5,7,9,12,7,11,11,18,20,18,40,34,14,15,14,9,13,7,156,3,4,4,5,6,5,7,13,11,10,23,19,11,10,8,6,7,4,108,2,3,5,7,1,6,4,5,9,8,17,15,3,5,6,3,6,3,258,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,156,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,108,103,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,01,16,114488216.236816,57862.172680631
34,01046,Erriberagoitia/Ribera Alta,01,16,01012017,ES,ES2,ES21,ES211,736,30,44,43,23,16,33,26,43,61,82,94,59,46,35,29,27,24,21,420,20,23,22,8,6,15,15,24,33,50,58,36,33,23,15,16,13,10,316,10,21,21,15,10,18,11,19,28,32,36,23,13,12,14,11,11,11,711,25,7,1,2,0,0,0,1,0,3,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,2,1,0,0,15,0,1,1,6,0,5,0,1,0,0,0,0,0,0,0,0,420,403,17,6,1,1,0,0,0,3,0,1,0,0,0,3,2,1,0,0,8,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,316,308,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,01,16,222726030.474365,114217.030697307
35,01047,Ribera Baja/Erribera Beitia,01,16,01012017,ES,ES2,ES21,ES211,1375,65,114,91,66,66,60,51,109,139,153,117,89,78,47,31,25,33,41,748,42,68,50,39,38,36,20,57,70,87,65,42,51,29,18,12,11,13,627,23,46,41,27,28,24,31,52,69,66,52,47,27,18,13,13,22,28,1236,139,62,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,58,1,0,0,1,1,0,0,0,67,13,53,1,0,7,0,0,2,0,1,0,0,1,0,1,1,1,3,3,0,0,748,671,77,35,1,0,0,0,0,33,0,1,0,0,0,39,8,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,627,565,62,27,0,0,0,0,0,25,1,0,0,0,0,28,5,22,1,0,6,0,0,2,01,16,47067025.0131836,42082.1120440055
36,01049,Añana,01,16,01012017,ES,ES2,ES21,ES211,156,2,6,2,2,11,8,4,9,17,10,19,14,8,10,9,7,4,14,89,2,2,1,2,9,3,2,6,13,7,10,9,7,4,7,3,1,1,67,0,4,1,0,2,5,2,3,4,3,9,5,1,6,2,4,3,13,151,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89,86,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67,65,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,01,16,40306810.6470947,29416.2703912319
37,01051,Salvatierra/Agurain,01,16,01012017,ES,ES2,ES21,ES211,5025,343,326,263,219,199,238,318,472,455,381,389,346,301,232,169,110,109,155,2502,168,165,126,92,104,125,158,250,242,204,192,171,159,129,86,42,41,48,2523,175,161,137,127,95,113,160,222,213,177,197,175,142,103,83,68,68,107,4479,546,95,4,8,1,1,4,1,1,0,2,3,3,6,0,0,39,10,2,33,14,3,64,9,0,3,300,71,203,1,4,35,0,1,5,4,3,0,3,3,4,9,0,0,87,3,80,20,2502,2219,283,51,2,5,0,1,1,7,1,34,7,0,3,159,30,109,1,4,12,0,0,1,3,2,0,1,0,1,3,0,0,48,1,47,6,2523,2260,263,44,2,3,1,0,3,3,2,30,2,0,0,141,41,94,0,0,23,0,1,4,01,16,70426090.1112061,51730.5488226241
38,01052,Samaniego,01,16,01012017,ES,ES2,ES21,ES211,323,8,11,13,13,14,20,22,13,16,19,40,21,18,14,11,16,23,31,163,2,5,6,7,10,11,11,7,9,6,24,12,8,9,9,7,8,12,160,6,6,7,6,4,9,11,6,7,13,16,9,10,5,2,9,15,19,303,20,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,2,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,163,151,12,9,0,0,0,0,0,8,0,1,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,160,152,8,7,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,01,16,15917589.767334,22381.4960890663
39,01053,San Millán/Donemiliaga,01,16,01012017,ES,ES2,ES21,ES211,709,25,34,36,21,27,29,18,46,48,65,73,63,62,37,31,20,28,46,394,18,15,16,13,12,21,10,29,28,38,42,31,35,20,19,15,12,20,315,7,19,20,8,15,8,8,17,20,27,31,32,27,17,12,5,16,26,693,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,394,386,8,7,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,315,307,8,5,0,0,0,0,0,2,0,3,1,1,0,0,0,0,0,0,2,0,0,0,01,16,158417662.770874,150265.39898709
40,01054,Urkabustaiz,01,16,01012017,ES,ES2,ES21,ES211,1330,83,92,71,70,55,40,75,124,118,141,108,97,78,52,31,25,31,39,699,37,41,34,32,33,25,32,75,58,79,58,60,47,30,21,8,13,16,631,46,51,37,38,22,15,43,49,60,62,50,37,31,22,10,17,18,23,1222,108,51,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,2,23,0,0,0,49,7,16,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,699,639,60,36,1,0,0,2,0,13,1,15,0,0,0,21,4,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,631,583,48,15,0,0,0,0,0,6,1,8,0,0,0,28,3,10,0,0,4,1,0,0,01,16,113992453.021362,52090.0860227991
41,01055,Valdegovía/Gaubea,01,16,01012017,ES,ES2,ES21,ES211,996,23,40,28,32,33,30,40,51,61,90,96,111,86,54,73,51,56,41,557,13,18,10,18,18,18,22,23,40,51,55,71,50,28,47,28,30,17,439,10,22,18,14,15,12,18,28,21,39,41,40,36,26,26,23,26,24,918,78,35,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,18,0,0,0,4,11,5,0,1,19,0,19,0,0,19,2,0,0,12,0,0,0,0,0,1,0,1,0,0,0,0,557,513,44,19,0,0,0,0,0,12,0,5,3,0,0,14,0,14,0,0,8,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,439,405,34,16,0,0,0,0,0,6,4,6,2,0,1,5,0,5,0,0,11,1,0,0,01,16,443525330.053955,143717.730123467
42,01056,Harana/Valle de Arana,01,16,01012017,ES,ES2,ES21,ES211,232,3,5,6,3,8,6,5,2,12,18,25,29,15,15,18,16,19,27,132,1,3,3,2,4,1,2,2,10,12,16,18,9,9,8,8,14,10,100,2,2,3,1,4,5,3,0,2,6,9,11,6,6,10,8,5,17,230,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,132,131,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01,16,70919294.8565674,52653.1420528267
43,01057,Villabuena de Álava/Eskuernaga,01,16,01012017,ES,ES2,ES21,ES211,300,8,9,5,16,18,12,19,17,21,18,28,16,30,22,19,12,17,13,152,2,7,1,9,6,4,11,11,12,8,17,9,14,11,9,4,12,5,148,6,2,4,7,12,8,8,6,9,10,11,7,16,11,10,8,5,8,267,33,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,0,0,0,0,4,6,0,1,5,0,5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,152,137,15,7,0,0,0,0,0,5,0,2,3,0,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,148,130,18,10,0,0,0,0,0,8,0,2,3,0,0,2,0,2,0,0,2,0,0,0,01,16,15642386.5118408,19091.7622027225
44,01058,Legutio,01,16,01012017,ES,ES2,ES21,ES211,1800,100,112,91,47,52,76,105,164,196,182,144,126,96,111,87,39,41,31,960,57,54,42,29,19,42,55,93,103,104,79,69,50,62,47,19,25,11,840,43,58,49,18,33,34,50,71,93,78,65,57,46,49,40,20,16,20,1693,107,26,2,0,2,1,0,3,1,0,1,1,0,2,0,1,0,10,0,0,0,4,5,1,0,1,51,3,45,0,1,27,2,0,3,5,3,0,1,1,0,2,0,2,1,0,0,1,960,902,58,13,1,0,1,0,0,6,1,3,1,0,1,34,3,28,0,1,8,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,1,840,791,49,13,1,0,1,1,0,4,3,2,0,0,0,17,0,17,0,0,19,1,0,3,01,16,86196976.2635498,51874.7918295428
45,01059,Vitoria-Gasteiz,01,16,01012017,ES,ES2,ES21,ES211,246976,12508,12785,11394,10696,10310,11984,15729,20257,21328,19502,18451,16887,15140,14037,12261,8283,7789,7635,120500,6452,6623,5851,5455,5259,5928,7817,10263,10968,9867,8919,7970,7203,6623,5768,3836,3243,2455,126476,6056,6162,5543,5241,5051,6056,7912,9994,10360,9635,9532,8917,7937,7414,6493,4447,4546,5180,225133,21843,3262,116,252,148,247,122,734,117,77,132,615,149,243,16,175,916,795,416,382,55,130,1205,1171,132,415,9255,1644,3882,1759,354,5695,196,367,727,1377,190,130,302,904,267,450,33,304,2358,807,1319,102,120500,109179,11321,1787,59,141,78,150,51,494,87,603,512,44,174,5177,972,2086,858,255,2356,97,155,271,643,73,53,170,289,118,207,17,129,1442,391,937,47,126476,115954,10522,1475,57,111,70,97,71,301,43,602,659,88,241,4078,672,1796,901,99,3339,99,212,456,01,16,516113836.560547,152167.794890578
46,01060,Yécora/Iekora,01,16,01012017,ES,ES2,ES21,ES211,270,8,14,11,19,10,11,23,9,13,24,14,23,27,16,12,9,12,15,139,5,11,3,10,4,7,13,8,8,11,8,10,10,10,6,2,8,5,131,3,3,8,9,6,4,10,1,5,13,6,13,17,6,6,7,4,10,236,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,120,19,11,0,0,0,0,0,11,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,116,15,6,0,0,0,0,0,6,0,0,0,0,0,9,0,9,0,0,0,0,0,0,01,16,34352679.2023926,29572.0368403076
47,01061,Zalduondo,01,16,01012017,ES,ES2,ES21,ES211,190,8,10,10,11,3,7,6,9,12,27,29,16,13,6,6,3,7,7,106,3,8,5,6,3,4,2,3,5,14,19,11,9,3,4,1,4,2,84,5,2,5,5,0,3,4,6,7,13,10,5,4,3,2,2,3,5,188,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106,104,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,16,25675816.8215332,28752.9753397318
48,01062,Zambrana,01,16,01012017,ES,ES2,ES21,ES211,383,14,19,15,12,11,17,24,24,34,26,38,34,35,20,15,9,15,21,208,8,9,8,10,8,5,16,17,18,12,21,20,19,13,11,4,4,5,175,6,10,7,2,3,12,8,7,16,14,17,14,16,7,4,5,11,16,359,24,7,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,11,0,0,5,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,208,195,13,4,0,3,0,0,0,1,0,0,0,0,0,7,1,6,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,175,164,11,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,0,2,01,16,73225020.909668,60540.5340785672
49,01063,Zuia,01,16,01012017,ES,ES2,ES21,ES211,2316,68,126,174,159,102,77,84,106,169,230,258,231,129,112,88,80,51,72,1191,36,64,100,79,49,41,48,48,81,113,134,133,77,66,46,35,26,15,1125,32,62,74,80,53,36,36,58,88,117,124,98,52,46,42,45,25,57,2234,82,49,10,0,3,3,1,0,0,1,0,0,0,1,0,1,0,10,0,0,0,4,14,5,1,3,12,1,6,0,0,15,2,1,4,0,0,1,1,0,0,2,0,1,1,0,1,0,1191,1151,40,24,6,0,0,2,0,6,2,6,2,0,1,7,0,3,0,0,6,1,0,3,0,0,0,1,0,0,1,0,0,1,0,1,0,1125,1083,42,25,4,0,3,1,1,4,2,8,3,1,2,5,1,3,0,0,9,1,1,1,01,16,228929621.215942,69830.2642195443
50,01901,Iruña Oka/Iruña de Oca,01,16,01012017,ES,ES2,ES21,ES211,3264,180,255,215,147,121,130,196,282,407,322,268,202,163,105,91,65,62,53,1683,85,121,114,74,58,70,95,148,215,169,140,114,100,53,45,38,29,15,1581,95,134,101,73,63,60,101,134,192,153,128,88,63,52,46,27,33,38,3052,212,70,4,0,3,5,8,4,0,0,0,1,0,2,0,5,4,26,1,3,3,1,22,3,0,3,87,24,56,0,0,36,1,1,9,7,0,0,2,2,0,4,1,6,11,1,10,5,1683,1575,108,42,2,0,1,4,4,17,0,13,1,0,1,42,8,30,0,0,14,0,0,2,3,0,0,2,1,0,2,1,1,7,0,7,2,1581,1477,104,28,2,0,2,1,4,9,1,9,2,0,2,45,16,26,0,0,22,1,1,7,01,16,99445060.3132324,48448.1025326586
51,01902,Lantarón,01,16,01012017,ES,ES2,ES21,ES211,899,23,36,42,32,30,38,40,57,72,69,100,85,72,32,51,35,48,37,502,13,22,27,16,17,18,25,33,40,40,62,47,46,21,23,19,21,12,397,10,14,15,16,13,20,15,24,32,29,38,38,26,11,28,16,27,25,846,53,19,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1,0,0,0,0,29,0,14,4,5,5,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,502,470,32,11,0,2,1,1,0,5,1,0,0,0,0,18,0,9,3,2,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,397,376,21,8,0,0,0,0,0,7,0,0,0,0,0,11,0,5,1,3,2,0,0,1,01,16,126006607.683716,87101.3535333559
52,02001,Abengibre,02,08,01012017,ES,ES4,ES42,ES421,748,12,13,16,29,32,49,36,43,51,59,67,55,61,56,57,37,32,43,359,6,6,5,13,14,34,14,20,29,31,32,28,31,29,24,18,9,16,389,6,7,11,16,18,15,22,23,22,28,35,27,30,27,33,19,23,27,709,39,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,31,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,359,337,22,20,0,0,0,0,0,2,0,18,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,372,17,14,0,0,1,0,0,0,0,13,1,0,1,1,0,1,0,0,0,0,0,0,02,08,51326771.1646118,32589.190450559
53,02002,Alatoz,02,08,01012017,ES,ES4,ES42,ES421,555,17,19,20,14,23,29,32,27,27,36,38,39,31,39,50,30,38,46,309,11,13,14,10,12,16,20,18,21,17,27,20,15,21,22,19,16,17,246,6,6,6,4,11,13,12,9,6,19,11,19,16,18,28,11,22,29,503,52,51,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,281,28,28,0,2,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,222,24,23,0,1,0,0,0,0,1,20,0,0,0,1,0,1,0,0,0,0,0,0,02,08,106111393.977722,48006.6440598654
54,02003,Albacete,02,08,01012017,ES,ES4,ES42,ES421,172816,8570,9659,9305,9207,9575,10278,11616,14204,14688,14319,13680,11694,8868,7433,6104,4828,4408,4380,84507,4495,4987,4811,4749,4989,5194,5906,7272,7315,6929,6582,5587,4160,3463,2721,2090,1790,1467,88309,4075,4672,4494,4458,4586,5084,5710,6932,7373,7390,7098,6107,4708,3970,3383,2738,2618,2913,164743,8073,2348,31,328,80,146,33,230,44,8,63,278,66,58,28,49,189,30,147,7,3,89,1524,285,54,174,2695,165,1003,9,612,2322,105,452,116,445,86,19,141,362,156,97,65,88,417,291,26,6,84507,79911,4596,1188,19,160,43,87,13,21,48,759,110,9,75,2040,112,611,6,529,1027,58,208,37,215,42,11,78,84,90,39,37,39,228,144,19,3,88309,84832,3477,1160,12,168,37,59,20,9,41,765,175,45,99,655,53,392,3,83,1295,47,244,79,02,08,1890077857.54553,316172.515893923
55,02004,Albatana,02,08,01012017,ES,ES4,ES42,ES421,698,11,22,22,34,39,42,27,32,41,34,60,63,46,52,31,34,44,64,362,6,16,11,13,22,27,15,23,22,12,31,38,28,24,18,9,18,29,336,5,6,11,21,17,15,12,9,19,22,29,25,18,28,13,25,26,35,679,19,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,9,0,3,0,1,0,0,4,1,0,0,0,0,0,0,0,0,362,351,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,5,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,336,328,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,02,08,50015543.6690674,28900.1642759426
56,02005,Alborea,02,08,01012017,ES,ES4,ES42,ES421,697,15,26,20,33,39,30,39,47,45,54,59,55,37,33,34,39,39,53,357,8,16,6,13,29,16,23,27,24,28,32,31,17,18,20,14,16,19,340,7,10,14,20,10,14,16,20,21,26,27,24,20,15,14,25,23,34,623,74,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66,0,0,0,2,1,1,0,0,6,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,357,319,38,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,304,36,31,0,0,0,0,0,0,0,31,0,0,0,2,1,1,0,0,3,1,1,0,02,08,120454624.071289,46911.7543375744
57,02006,Alcadozo,02,08,01012017,ES,ES4,ES42,ES421,662,16,27,29,28,30,34,27,32,50,47,48,36,43,50,45,50,35,35,361,7,17,18,16,15,17,19,16,23,30,27,21,24,24,28,23,16,20,301,9,10,11,12,15,17,8,16,27,17,21,15,19,26,17,27,19,15,653,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,361,356,5,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,301,297,4,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,02,08,163569187.803223,68783.3421368303
58,02007,Alcalá del Júcar,02,08,01012017,ES,ES4,ES42,ES421,1202,34,38,27,37,61,71,62,76,73,66,99,102,77,70,75,81,59,94,642,16,20,18,19,33,42,38,38,53,31,58,52,45,32,43,38,24,42,560,18,18,9,18,28,29,24,38,20,35,41,50,32,38,32,43,35,52,1116,86,70,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,64,0,0,0,7,0,7,0,0,9,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,642,598,44,37,0,0,0,0,0,1,0,36,0,0,0,5,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,518,42,33,0,2,0,0,0,0,1,28,0,0,0,2,0,2,0,0,7,0,4,2,02,08,244721816.723633,66481.5082538292
59,02008,Alcaraz,02,08,01012017,ES,ES4,ES42,ES421,1414,57,57,68,52,65,87,84,83,99,99,117,120,75,85,62,65,61,78,721,28,25,38,28,31,38,46,43,52,50,66,62,42,49,29,35,29,30,693,29,32,30,24,34,49,38,40,47,49,51,58,33,36,33,30,32,48,1367,47,26,0,0,2,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,24,3,0,3,8,0,1,0,0,10,1,1,1,1,1,0,0,4,0,0,0,1,0,0,0,0,721,702,19,15,0,0,1,0,0,0,0,14,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,693,665,28,11,0,0,1,0,0,0,0,10,2,0,2,6,0,1,0,0,9,1,1,1,02,08,609630060.802368,370651.86350461
